Sales Invoice Enquiry as of 17/06/2026,,,,,
Transaction No.,Completed Date,Due Date,Customer Code,Customer Name,Total
SI-00092550,15/08/2025,14/09/2025,S302,SC- The Nowra Jeweller,"1,189.24"
SI-00092551,15/08/2025,14/09/2025,AJ027,Aldo Jewellers,"1,309.36"
SI-00092552,29/08/2025,28/09/2025,I056A,IJC- The Ritz Jewellers,"2,484.42"
SI-00092554,19/08/2025,26/08/2025,FD001,Forever Diamonds Pty Ltd,521.65
SI-00092555,18/08/2025,17/09/2025,JB517,JAB,139.26
SI-00092556,15/08/2025,14/09/2025,EBF001,Ernesto Buono Fine Jewellery,974.41
SI-00092557,15/08/2025,14/09/2025,EBF001,Ernesto Buono Fine Jewellery,0.00
SI-00092559,18/08/2025,17/09/2025,AMD050,Andrew Mazzone Design Jeweller,250.69
SI-00092560,18/08/2025,17/09/2025,LGS650,LeGassick,410.38
SI-00092561,18/08/2025,17/09/2025,SJ003,Speirs Jewellers,"4,244.52"
SI-00092562,19/08/2025,18/09/2025,MJ726,Matusik Jewellers,740.10
SI-00092563,21/08/2025,20/09/2025,I020A,IJC- Pettits Jewellers,53.38
SI-00092564,19/08/2025,18/09/2025,PJM001,P.J. My Gem Fine Jewellers,227.16
SI-00092565,19/08/2025,18/09/2025,I101A,IJC- Etheringtons The Jewellers,"3,674.99"
SI-00092566,21/08/2025,20/09/2025,MJ726,Matusik Jewellers,"1,001.25"
SI-00092567,21/08/2025,20/09/2025,EBF001,Ernesto Buono Fine Jewellery,"1,276.70"
SI-00092568,20/08/2025,19/09/2025,BFJ144,Blizzards Fine Jewellers,124.51
SI-00092569,20/08/2025,19/09/2025,I015A,IJC- Robert Cliff Master Jewellers,334.96
SI-00092570,21/08/2025,21/08/2025,LH672,Louli Haramis,187.00
SI-00092571,21/08/2025,20/09/2025,SCJ001,Simon Curwood Jewellers,748.00
SI-00092572,22/08/2025,21/09/2025,MJD782,MKR Jewellery Design,601.04
SI-00092573,22/08/2025,21/09/2025,AB029,Alex Bros,65.50
SI-00092574,28/08/2025,27/09/2025,CMJ223,Class A Manufacturing Jewellers,"2,188.86"
SI-00092575,25/08/2025,24/09/2025,S141,SC- Noonan's Showcase Jewellers,334.60
SI-00092576,28/08/2025,27/09/2025,I014A,IJC- Aspire Jewellery - Swan Hill,766.00
SI-00092577,26/08/2025,25/09/2025,S011,SC- Sandy McKinnon Jewellers,"4,326.65"
SI-00092578,28/08/2025,27/09/2025,I009A,IJC- Kadia Jewellers,980.53
SI-00092579,28/08/2025,27/09/2025,EFJ364,Evert Fine Jewellery,"10,462.92"
SI-00092580,25/08/2025,25/08/2025,RAF001,Robert Alan Fine Jewellery,"2,028.12"
SI-00092581,25/08/2025,24/09/2025,S017,SC- Pontifex Jewellers,382.75
SI-00092582,27/08/2025,26/09/2025,GCJ432,Gold City Jewellers,"2,307.69"
SI-00092583,16/09/2025,16/10/2025,I010A,IJC- Regency Group Jewellers - Orange,"1,451.70"
SI-00092584,01/09/2025,01/10/2025,S704,SC- Fifth Avenue Diamond Jewellers,"5,770.40"
SI-00092585,23/08/2025,23/08/2025,DAR001,David Ramzy,"1,200.01"
SI-00092586,25/08/2025,25/08/2025,L632,Ladylux,187.01
SI-00092587,25/08/2025,25/08/2025,VFJ001,Voa Fine Jewellery,467.71
SI-00092589,25/08/2025,25/08/2025,DGJ299,Diamond Globe Jewellers,"1,705.68"
SI-00092590,26/08/2025,25/09/2025,I020A,IJC- Pettits Jewellers,"2,049.93"
SI-00092591,28/08/2025,28/08/2025,ZJ1258,Zena Jewellers,"2,275.65"
SI-00092592,26/08/2025,25/09/2025,TAJ1134,The Avenue Jewellery & Gifts,"3,207.80"
SI-00092593,28/08/2025,27/09/2025,AB029,Alex Bros,"14,864.41"
SI-00092594,27/08/2025,26/09/2025,AMJ001,Anny's Manufacturing Jewellers,"2,135.93"
SI-00092595,03/09/2025,03/10/2025,TWJ1167,Tim's Watches & Jewellery,"4,368.14"
SI-00092596,27/08/2025,26/09/2025,BPM139,Bill Proctor Manufacturing Jeweller,"9,538.93"
SI-00092597,29/08/2025,24/09/2025,SCJ001,Simon Curwood Jewellers,142.75
SI-00092598,26/08/2025,25/08/2025,I066A,IJC- Caesar Loves Ava,440.49
SI-00092599,26/08/2025,25/09/2025,EJ403,Gama Jewellery Pty Ltd Trading as Evans Jewellery,0.00
SI-00092599/1,05/09/2025,05/10/2025,EJ403,Gama Jewellery Pty Ltd Trading as Evans Jewellery,179.06
SI-00092600,25/08/2025,24/09/2025,SIJ001,St Ives Jewellers,360.95
SI-00092601,01/09/2025,26/08/2025,CJP252,Cristi's Jewellers Pty Ltd,0.00
SI-00092602,16/09/2025,16/10/2025,I048A,IJC- Lydia's Jewellers,"1,080.89"
SI-00092602/1,28/10/2025,27/11/2025,I048A,IJC- Lydia's Jewellers,"2,891.17"
SI-00092603,26/08/2025,25/09/2025,EBF001,Ernesto Buono Fine Jewellery,"1,458.19"
SI-00092604,26/08/2025,26/08/2025,DAR001,David Ramzy,348.24
SI-00092605,01/09/2025,25/09/2025,S111,SC- Laursim Greg Neill,93.50
SI-00092606,26/08/2025,26/08/2025,DAR001,David Ramzy,130.00
SI-00092607,26/08/2025,25/09/2025,BJ110,Bachini Jewellers,5.83
SI-00092608,04/09/2025,25/09/2025,S180,SC- Boulevard Fine Jewellers,818.59
SI-00092609,26/08/2025,26/08/2025,SBS001,Studio B Shop,707.40
SI-00092610,26/08/2025,26/08/2025,PAJ001,Palmerston Jewellers,"4,101.59"
SI-00092611,26/08/2025,25/09/2025,S498,SC- Jewellery Ambre,"1,902.31"
SI-00092612,26/08/2025,02/09/2025,CFJ255,Crown Family Jewellers,"2,219.69"
SI-00092613,26/08/2025,25/09/2025,I010A,IJC- Regency Group Jewellers - Orange,22.00
SI-00092614,26/08/2025,26/08/2025,GD409,Gem Design,360.62
SI-00092615,27/08/2025,26/09/2025,VJ1203,Verve Jewellers,887.17
SI-00092616,27/08/2025,27/08/2025,RJC960,Ronald J Crisp Pty Ltd,263.67
SI-00092617,27/08/2025,26/09/2025,AB029,Alex Bros,65.50
SI-00092618,28/08/2025,27/09/2025,MJ685,Macchia Jewellery,"32,240.94"
SI-00092619,29/08/2025,28/09/2025,WFJ1237,Williamstown Filigree Jewellers,251.67
SI-00092621,29/08/2025,27/09/2025,STJ001,Stelios Jewellery,"4,051.58"
SI-00092622,11/12/2025,29/08/2025,AFJ001,Acacia Fine Jewellers - NSW,0.00
SI-00092624,03/09/2025,03/09/2025,GJK398,Gabriel Kuryo,179.67
SI-00092625,01/09/2025,01/10/2025,CMJ223,Class A Manufacturing Jewellers,51.17
SI-00092626,29/08/2025,28/09/2025,AJW093,Atlas Jewellers - Wetherill Park,"4,375.33"
SI-00092627,29/08/2025,28/09/2025,AJW093,Atlas Jewellers - Wetherill Park,651.96
SI-00092628,29/08/2025,28/09/2025,JJ523,Jade Jewellery,"11,899.69"
SI-00092629,02/09/2025,01/09/2025,KAK001,Kate & Kole,814.43
SI-00092630,02/09/2025,01/09/2025,JOH564,Jewels Of Hawthorn,"3,475.85"
SI-00092631,01/09/2025,01/10/2025,S704,SC- Fifth Avenue Diamond Jewellers,"5,785.40"
SI-00092632,01/09/2025,01/09/2025,CJP252,Cristi's Jewellers Pty Ltd,387.01
SI-00092633,06/10/2025,29/10/2025,S080,SC- John Wohler Jewellers,19.69
SI-00092634,01/09/2025,01/10/2025,PJM001,P.J. My Gem Fine Jewellers,"3,339.40"
SI-00092635,02/09/2025,02/10/2025,SCJ001,Simon Curwood Jewellers,"1,510.88"
SI-00092636,01/09/2025,01/10/2025,S382,SC- Kyabram Showcase Jeweller,"1,021.78"
SI-00092637,01/09/2025,01/09/2025,KBD596,K & B Diamond Setters,"1,577.58"
SI-00092637/1,01/09/2025,01/09/2025,KBD596,K & B Diamond Setters,19.69
SI-00092638,03/09/2025,01/09/2025,KBD596,K & B Diamond Setters,"1,597.27"
SI-00092639,02/09/2025,02/09/2025,RJC960,Ronald J Crisp Pty Ltd,458.17
SI-00092640,04/09/2025,04/10/2025,JFJ538,JC Fine Jewellers,"12,814.48"
SI-00092640/1,02/10/2025,01/11/2025,JFJ538,JC Fine Jewellers,565.54
SI-00092640/2,28/10/2025,27/11/2025,JFJ538,JC Fine Jewellers,765.38
SI-00092641,02/09/2025,02/10/2025,CJ181,Camaruti Jewellers,235.29
SI-00092642,02/09/2025,02/10/2025,JG548,Jewellers Goldsmiths,513.59
SI-00092643,02/09/2025,02/10/2025,I015A,IJC- Robert Cliff Master Jewellers,"3,292.32"
SI-00092644,03/09/2025,03/10/2025,SCJ001,Simon Curwood Jewellers,"9,234.23"
SI-00092644/1,22/09/2025,22/10/2025,SCJ001,Simon Curwood Jewellers,154.33
SI-00092644/2,30/09/2025,30/10/2025,SCJ001,Simon Curwood Jewellers,166.90
SI-00092644/3,26/05/2026,24/06/2026,SCJ001,Simon Curwood Jewellers,965.87
SI-00092645,03/09/2025,03/10/2025,DDJ269,Daniele Designer Jewellers,"3,165.45"
SI-00092646,03/09/2025,03/10/2025,SCJ001,Simon Curwood Jewellers,400.52
SI-00092647,17/09/2025,17/10/2025,LD647,Le-Diamant,"7,200.57"
SI-00092648,03/09/2025,03/10/2025,UJ1197,Unique Jewellers,338.69
SI-00092649,23/09/2025,15/10/2025,S316,SC- Watson's Jewellers,0.00
SI-00092650,04/09/2025,04/10/2025,AB029,Alex Bros,"1,676.59"
SI-00092651,04/09/2025,04/09/2025,OTJ831,Ori The Jeweller,787.12
SI-00092652,04/09/2025,04/10/2025,I015A,IJC- Robert Cliff Master Jewellers,"9,273.09"
SI-00092653,04/09/2025,04/10/2025,I015A,IJC- Robert Cliff Master Jewellers,795.46
SI-00092654,10/09/2025,04/09/2025,KAK001,Kate & Kole,"1,185.47"
SI-00092655,04/09/2025,04/09/2025,KAK001,Kate & Kole,364.93
SI-00092656,10/09/2025,04/09/2025,KAK001,Kate & Kole,359.98
SI-00092657,04/09/2025,04/10/2025,LAV001,Lloyds Auctioneers and Valuers,426.83
SI-00092658,04/09/2025,04/10/2025,LAV001,Lloyds Auctioneers and Valuers,564.53
SI-00092659,05/09/2025,05/10/2025,MJ726,Matusik Jewellers,416.69
SI-00092660,08/09/2025,08/09/2025,MJ753,Mete Jewellers,459.10
SI-00092661,05/09/2025,05/10/2025,EJ403,Gama Jewellery Pty Ltd Trading as Evans Jewellery,"16,497.86"
SI-00092662,05/09/2025,05/10/2025,AJ067,Arabella Jewellers,"11,166.48"
SI-00092663,09/09/2025,08/10/2025,BJ110,Bachini Jewellers,"9,238.07"
SI-00092664,09/09/2025,05/10/2025,I014A,IJC- Aspire Jewellery - Swan Hill,0.00
SI-00092665,09/09/2025,09/09/2025,RJC960,Ronald J Crisp Pty Ltd,0.00
SI-00092666,08/09/2025,05/10/2025,BDJ124,BB Designer Jewellers,682.14
SI-00092667,09/09/2025,08/10/2025,BJ110,Bachini Jewellers,"3,562.85"
SI-00092668,10/09/2025,10/10/2025,AB029,Alex Bros,"4,260.57"
SI-00092669,09/09/2025,08/10/2025,AJ068,Arana Jewellers,169.46
SI-00092670,09/09/2025,09/10/2025,BJ110,Bachini Jewellers,5.83
SI-00092671,09/09/2025,09/10/2025,ZNZ1257,Zed N Zed,"2,685.73"
SI-00092672,10/09/2025,09/10/2025,SJ003,Speirs Jewellers,"7,082.68"
SI-00092673,11/09/2025,18/09/2025,FD001,Forever Diamonds Pty Ltd,"29,965.90"
SI-00092673/1,12/09/2025,19/09/2025,FD001,Forever Diamonds Pty Ltd,"29,976.95"
SI-00092673/2,15/09/2025,19/09/2025,FD001,Forever Diamonds Pty Ltd,"29,998.37"
SI-00092673/3,17/09/2025,24/09/2025,FD001,Forever Diamonds Pty Ltd,"27,719.85"
SI-00092674,11/09/2025,17/09/2025,FD001,Forever Diamonds Pty Ltd,369.55
SI-00092676,10/09/2025,10/10/2025,SJ003,Speirs Jewellers,365.07
SI-00092678,11/09/2025,11/10/2025,S048,SC- Showcase Jewellers & Design,"23,048.36"
SI-00092679,11/09/2025,11/10/2025,S077,SC- Matthews Showcase Jewellers,"2,567.15"
SI-00092680,12/09/2025,12/09/2025,CJP252,Cristi's Jewellers Pty Ltd,"1,578.72"
SI-00092681,20/11/2025,20/12/2025,UJW1193,Uccello Jewellery & Watches,"1,108.69"
SI-00092682,15/09/2025,12/09/2025,EJC349,Emphasis Jewellery Collection,746.11
SI-00092683,12/09/2025,12/09/2025,GFJ410,Gemara Fine Jewellers,"8,735.72"
SI-00092684,12/09/2025,12/09/2025,PJ855,Patrico Jewellers,10.88
SI-00092685,15/09/2025,12/10/2025,S054,SC- Selig's Caloundra Jewellers,"19,289.57"
SI-00092686,12/09/2025,12/10/2025,YJ1252,Yass Jewellers,646.69
SI-00092687,12/09/2025,12/10/2025,YJ1252,Yass Jewellers,"3,153.85"
SI-00092688,12/09/2025,12/10/2025,DJ319,Distinctive Jewellers,"2,245.33"
SI-00092689,12/09/2025,12/10/2025,S130,SC- Kennedy's Showcase Jewellers,481.69
SI-00092690,12/09/2025,12/10/2025,S130,SC- Kennedy's Showcase Jewellers,"7,862.89"
SI-00092691,15/09/2025,15/10/2025,I009A,IJC- Kadia Jewellers,182.13
SI-00092692,15/09/2025,15/09/2025,TDV1140,The Diamond Vault Pty Ltd,16.89
SI-00092693,15/09/2025,15/10/2025,AB029,Alex Bros,84.06
SI-00092694,15/09/2025,15/09/2025,OJ834,Oroginale Jewellery,291.41
SI-00092695,15/09/2025,15/09/2025,OTJ831,Ori The Jeweller,"1,733.56"
SI-00092696,15/09/2025,22/09/2025,CFJ255,Crown Family Jewellers,297.07
SI-00092697,15/09/2025,15/09/2025,OTJ831,Ori The Jeweller,737.24
SI-00092698,16/09/2025,15/10/2025,WFJ1248,Wynnum Fine Jewellers,"11,071.58"
SI-00092699,18/11/2025,18/12/2025,LGS650,LeGassick,756.70
SI-00092700,15/09/2025,15/10/2025,TIJ1175,Top Image Jewellery,"1,390.07"
SI-00092701,16/09/2025,15/10/2025,CLJ212,Chris Lewis Jewellers,803.19
SI-00092702,17/09/2025,22/09/2025,FD001,Forever Diamonds Pty Ltd,282.13
SI-00092703,15/09/2025,15/10/2025,S164,SC- The Classic Jewellers,484.19
SI-00092704,16/09/2025,16/10/2025,S054,SC- Selig's Caloundra Jewellers,"1,310.22"
SI-00092704/1,24/09/2025,24/10/2025,S054,SC- Selig's Caloundra Jewellers,"1,057.87"
SI-00092705,16/09/2025,16/09/2025,KP621,King's Pocket,280.25
SI-00092706,16/09/2025,16/10/2025,MJ708,Mario's Jewellers,352.78
SI-00092707,17/09/2025,17/10/2025,BWE141,Blacktown Watch Express,"5,027.86"
SI-00092708,16/09/2025,16/10/2025,SCJ001,Simon Curwood Jewellers,132.37
SI-00092709,17/09/2025,17/10/2025,I015A,IJC- Robert Cliff Master Jewellers,"1,212.79"
SI-00092710,17/09/2025,17/10/2025,BJ110,Bachini Jewellers,5.98
SI-00092711,17/09/2025,24/09/2025,CFJ255,Crown Family Jewellers,43.52
SI-00092712,15/10/2025,15/10/2025,KAK001,Kate & Kole,"2,419.07"
SI-00092712/2,24/11/2025,20/11/2025,KAK001,Kate & Kole,"30,143.79"
SI-00092713,17/09/2025,17/10/2025,LBJ652,Leon Baker Jewellers,225.52
SI-00092714,17/09/2025,17/10/2025,DDJ269,Daniele Designer Jewellers,"1,805.87"
SI-00092715,18/09/2025,18/10/2025,AJ027,Aldo Jewellers,596.92
SI-00092716,18/09/2025,18/09/2025,OTJ831,Ori The Jeweller,195.70
SI-00092717,18/09/2025,18/09/2025,BJ156,Brett's Jewellers,470.02
SI-00092718,19/09/2025,19/09/2025,SFF985,Saffour,"2,741.37"
SI-00092719,19/09/2025,19/09/2025,OTJ831,Ori The Jeweller,156.33
SI-00092720,19/09/2025,19/10/2025,RJ941,Ritchies Jewellers,0.00
SI-00092721,22/09/2025,22/09/2025,AJ066,AR Jewellery,"3,682.58"
SI-00092721/1,22/09/2025,22/09/2025,AJ066,AR Jewellery,"1,086.37"
SI-00092722,22/09/2025,22/10/2025,WFJ1248,Wynnum Fine Jewellers,8.16
SI-00092723,02/10/2025,22/09/2025,SJ1091,Statewide Jewellers,541.91
SI-00092724,22/09/2025,22/10/2025,SCJ001,Simon Curwood Jewellers,336.78
SI-00092725,22/09/2025,22/09/2025,OTJ831,Ori The Jeweller,577.85
SI-00092726,22/09/2025,22/09/2025,BLW153,Brendan L Watkins Goldsmith,66.13
SI-00092727,25/11/2025,24/12/2025,I015A,IJC- Robert Cliff Master Jewellers,"1,025.72"
SI-00092728,22/09/2025,22/10/2025,S525,SC- Diamonds +,"2,168.72"
SI-00092729,21/05/2026,22/10/2025,AJ067,Arabella Jewellers,0.00
SI-00092730,22/10/2025,21/11/2025,S141,SC- Noonan's Showcase Jewellers,300.72
SI-00092731,22/09/2025,22/10/2025,SJ003,Speirs Jewellers,"11,214.28"
SI-00092732,29/09/2025,29/10/2025,FJ374,Fay's Jewellers,"2,954.05"
SI-00092733,23/09/2025,23/10/2025,S316,SC- Watson's Jewellers,"7,355.08"
SI-00092734,23/09/2025,23/10/2025,BJ110,Bachini Jewellers,5.98
SI-00092735,30/09/2025,30/10/2025,LJ649,Lee's Jewellers,"2,345.14"
SI-00092736,23/09/2025,23/10/2025,MJ769,Midas Jewellers-Miranda,0.00
SI-00092737,23/09/2025,23/09/2025,GFJ410,Gemara Fine Jewellers,"2,795.84"
SI-00092739,25/09/2025,23/09/2025,EJ354,Errai Jewellery,343.66
SI-00092740,23/09/2025,23/09/2025,GFJ410,Gemara Fine Jewellers,134.50
SI-00092741,23/09/2025,23/10/2025,DCP317,Diman Co Pty Ltd,684.89
SI-00092742,29/09/2025,29/10/2025,MJ001,My Jewellers,"10,228.37"
SI-00092743,23/09/2025,23/09/2025,JWG001,Jewellers Workshop Gold Coast,"1,781.61"
SI-00092744,24/09/2025,24/10/2025,I101A,IJC- Etheringtons The Jewellers,"1,412.47"
SI-00092745,08/10/2025,23/09/2025,JWG001,Jewellers Workshop Gold Coast,"1,977.38"
SI-00092746,28/10/2025,27/11/2025,SCJ001,Simon Curwood Jewellers,182.40
SI-00092748,02/10/2025,02/10/2025,AJG034,Aliki Jewellery Gallery,302.76
SI-00092749,09/10/2025,08/11/2025,SPL996,Sargisons Pty Ltd,"2,983.78"
SI-00092750,29/09/2025,29/09/2025,JHJ525,Jai Hay Jeweller,"3,161.54"
SI-00092750/1,25/11/2025,25/11/2025,JHJ525,Jai Hay Jeweller,711.92
SI-00092751,16/10/2025,24/10/2025,MJ694,Marama Jewellery,38.50
SI-00092752,24/09/2025,24/10/2025,CJ235,Collins Jewellers,"4,323.78"
SI-00092752/1,24/09/2025,24/10/2025,CJ235,Collins Jewellers,174.86
SI-00092753,24/09/2025,24/09/2025,LJ001,Lorenzo Jewellery,0.00
SI-00092754,24/09/2025,24/10/2025,S235,SC- Criterion Jewellers,759.89
SI-00092755,24/09/2025,24/10/2025,DDJ269,Daniele Designer Jewellers,"2,529.83"
SI-00092756,02/10/2025,02/10/2025,RJC960,Ronald J Crisp Pty Ltd,309.63
SI-00092757,19/11/2025,19/12/2025,DDJ269,Daniele Designer Jewellers,"1,963.98"
SI-00092758,28/10/2025,27/11/2025,WFJ1237,Williamstown Filigree Jewellers,"1,788.57"
SI-00092759,25/09/2025,25/09/2025,HOG502,House of Gold-Salisbury,"3,252.05"
SI-00092760,25/09/2025,25/09/2025,OTJ831,Ori The Jeweller,840.67
SI-00092761,29/09/2025,29/10/2025,PPJ876,Phil Peel Jewellers,"15,337.19"
SI-00092762,25/09/2025,25/10/2025,AJ068,Arana Jewellers,"1,344.34"
SI-00092764,29/09/2025,29/09/2025,SAF001,Samantha Fiorini,"6,007.85"
SI-00092765,29/09/2025,29/09/2025,PJ902,Pristine Jewellers,265.19
SI-00092766,29/09/2025,29/10/2025,I157A,IJC- Purdeys Jewellers - Shepparton,"1,535.64"
SI-00092767,29/09/2025,29/10/2025,I101A,IJC- Etheringtons The Jewellers,815.05
SI-00092768,29/09/2025,29/10/2025,EJ344,Elray Jewellers,465.09
SI-00092769,09/10/2025,09/10/2025,LD647,Le-Diamant,"2,169.10"
SI-00092770,29/09/2025,29/10/2025,MJ001,My Jewellers,0.01
SI-00092771,29/09/2025,29/10/2025,WFJ1237,Williamstown Filigree Jewellers,192.17
SI-00092772,21/11/2025,21/12/2025,SJ003,Speirs Jewellers,"6,584.38"
SI-00092773,30/09/2025,30/10/2025,SCJ001,Simon Curwood Jewellers,248.29
SI-00092774,30/09/2025,30/09/2025,GJK398,Gabriel Kuryo,605.54
SI-00092775,01/10/2025,31/10/2025,AB029,Alex Bros,"7,079.03"
SI-00092776,01/10/2025,31/10/2025,HGJ477,Hatton Garden Jewellers,386.88
SI-00092777,01/10/2025,31/10/2025,SJW1011,Selected Jewellery & Watches Co,407.17
SI-00092778,01/10/2025,31/10/2025,AB029,Alex Bros,"1,740.31"
SI-00092778/1,01/10/2025,31/10/2025,AB029,Alex Bros,"1,066.07"
SI-00092779,01/10/2025,31/10/2025,DDJ269,Daniele Designer Jewellers,835.10
SI-00092780,02/10/2025,01/11/2025,LLJ674,Love Lara Jewellery,"1,744.52"
SI-00092781,02/10/2025,02/10/2025,JKJ585,Joseph King Jewellery,425.85
SI-00092782,03/10/2025,02/11/2025,S111,SC- Laursim Greg Neill,198.94
SI-00092783,02/10/2025,01/11/2025,RJ957,Romano's Jewellers,"6,645.86"
SI-00092784,02/10/2025,01/11/2025,AB029,Alex Bros,104.01
SI-00092785,10/10/2025,02/11/2025,S430,SC- Showcase Jewellers Camperdown,0.00
SI-00092786,03/10/2025,02/11/2025,JB517,JAB,173.34
SI-00092788,03/10/2025,02/11/2025,S111,SC- Laursim Greg Neill,0.00
SI-00092789,03/10/2025,17/10/2025,JSA576,John & Sandra Argiro,350.00
SI-00092790,03/10/2025,03/10/2025,JSA576,John & Sandra Argiro,285.00
SI-00092791,06/10/2025,05/11/2025,AMD050,Andrew Mazzone Design Jeweller,298.36
SI-00092792,08/10/2025,02/11/2025,JFJ001,Jarrett Fine Jewellery,"4,981.13"
SI-00092793,06/10/2025,05/11/2025,SCJ001,Simon Curwood Jewellers,180.20
SI-00092794,03/10/2025,03/10/2025,KAJ001,Kate Sale Jewellery,297.74
SI-00092795,06/10/2025,06/10/2025,PJ855,Patrico Jewellers,10.88
SI-00092796,06/10/2025,05/11/2025,WFJ1248,Wynnum Fine Jewellers,8.16
SI-00092797,06/10/2025,13/10/2025,MFG702,Maria's Fine Gifts & Jewellery,396.51
SI-00092798,08/10/2025,07/11/2025,TIJ1175,Top Image Jewellery,533.97
SI-00092799,07/10/2025,07/10/2025,OTJ831,Ori The Jeweller,"1,022.42"
SI-00092800,07/10/2025,06/11/2025,HOG502,House of Gold-Salisbury,"2,653.76"
SI-00092801,07/10/2025,06/11/2025,S316,SC- Watson's Jewellers,"3,387.16"
SI-00092802,07/10/2025,06/11/2025,BJ110,Bachini Jewellers,5.98
SI-00092803,07/10/2025,07/11/2025,RJC960,Ronald J Crisp Pty Ltd,483.43
SI-00092804,07/10/2025,07/10/2025,JES001,Jewellery Studio,"1,486.43"
SI-00092805,08/10/2025,07/11/2025,SAG981,S & A Gold Treasures/Dimples Boutique,"2,541.68"
SI-00092806,09/10/2025,08/10/2025,MB696,Marco Bracci,"4,975.19"
SI-00092807,09/10/2025,09/10/2025,JWG001,Jewellers Workshop Gold Coast,21.75
SI-00092808,16/10/2025,15/11/2025,LBJ652,Leon Baker Jewellers,888.69
SI-00092809,09/10/2025,08/11/2025,DDJ269,Daniele Designer Jewellers,890.00
SI-00092810,10/10/2025,10/10/2025,CL216,Christina Loccisano,499.99
SI-00092811,10/10/2025,10/10/2025,PJ855,Patrico Jewellers,10.88
SI-00092812,10/10/2025,09/11/2025,SCJ001,Simon Curwood Jewellers,204.18
SI-00092813,10/10/2025,09/11/2025,S302,SC- The Nowra Jeweller,19.69
SI-00092814,10/10/2025,10/10/2025,LJ001,Lorenzo Jewellery,159.50
SI-00092815,10/10/2025,10/10/2025,GD409,Gem Design,234.11
SI-00092816,13/10/2025,12/11/2025,AJ063,Antoinette's Jewellers,"1,624.09"
SI-00092817,16/10/2025,15/11/2025,S382,SC- Kyabram Showcase Jeweller,"1,601.68"
SI-00092818,16/10/2025,16/10/2025,DJ321,DJ Jewellers,802.49
SI-00092819,13/10/2025,12/11/2025,RJC960,Ronald J Crisp Pty Ltd,318.79
SI-00092820,13/10/2025,12/11/2025,WFJ1248,Wynnum Fine Jewellers,8.16
SI-00092821,13/10/2025,12/11/2025,BDJ124,BB Designer Jewellers,869.83
SI-00092822,22/10/2025,22/10/2025,I150A,IJC- Nangar Gems,"43,460.61"
SI-00092823,14/10/2025,12/11/2025,EJ352,Epiphany Jewellers,"1,462.15"
SI-00092824,14/10/2025,13/11/2025,BJ110,Bachini Jewellers,5.98
SI-00092825,14/10/2025,13/11/2025,DWJ307,Diamond World Jewellers,"7,984.63"
SI-00092825/1,04/12/2025,03/01/2026,DWJ307,Diamond World Jewellers,"1,475.93"
SI-00092826,14/10/2025,13/11/2025,AJR001,Atlas Jewellers by Ray,781.87
SI-00092827,14/10/2025,13/11/2025,I101A,IJC- Etheringtons The Jewellers,"4,707.74"
SI-00092828,15/10/2025,14/11/2025,AJR001,Atlas Jewellers by Ray,929.04
SI-00092829,15/10/2025,14/11/2025,KD623,KL Diamonds,"5,021.76"
SI-00092829/1,25/11/2025,24/12/2025,KD623,KL Diamonds,510.37
SI-00092830,23/10/2025,23/10/2025,OTJ831,Ori The Jeweller,"9,343.73"
SI-00092831,15/10/2025,14/11/2025,AMD050,Andrew Mazzone Design Jeweller,457.22
SI-00092833,15/10/2025,15/10/2025,TTJ001,Todd Turner Jewellery,273.54
SI-00092834,15/10/2025,14/11/2025,S125,SC- York Jewellers,"2,124.62"
SI-00092835,16/10/2025,16/10/2025,DR282,Deanna Rocca,"1,050.01"
SI-00092836,16/10/2025,16/10/2025,JH567,Jim Hughes & Sons,5.44
SI-00092837,16/10/2025,16/10/2025,GCS429,Gold and Coin Shop,469.31
SI-00092838,17/10/2025,16/11/2025,SJJ1099,Steven James Jewellers,"3,334.34"
SI-00092839,16/10/2025,15/11/2025,DMT318,Dimitries,"16,705.17"
SI-00092840,17/10/2025,16/11/2025,SCJ001,Simon Curwood Jewellers,"1,073.74"
SI-00092840/1,26/05/2026,24/06/2026,SCJ001,Simon Curwood Jewellers,273.54
SI-00092841,16/10/2025,16/10/2025,DJ321,DJ Jewellers,"6,032.27"
SI-00092843,24/10/2025,24/10/2025,MJ776,Minas Jewellers,"11,878.64"
SI-00092844,17/10/2025,17/10/2025,PJ855,Patrico Jewellers,10.88
SI-00092845,20/10/2025,20/10/2025,DR314,Dianne & Roy Perri,"2,459.97"
SI-00092845/2,23/02/2026,23/02/2026,DR314,Dianne & Roy Perri,"1,010.00"
SI-00092846,17/10/2025,16/11/2025,AJW093,Atlas Jewellers - Wetherill Park,"1,541.39"
SI-00092847,20/10/2025,20/10/2025,SFF985,Saffour,228.92
SI-00092848,21/10/2025,28/10/2025,LC663,Linda & Co - Rhodes,218.03
SI-00092849,20/10/2025,19/11/2025,WFJ1248,Wynnum Fine Jewellers,8.16
SI-00092850,20/10/2025,20/10/2025,GFJ410,Gemara Fine Jewellers,0.00
SI-00092851,20/10/2025,19/11/2025,JJB594,Just Jewellery on Broadbeach,494.31
SI-00092852,21/10/2025,19/11/2025,SJW1011,Selected Jewellery & Watches Co,276.10
SI-00092853,21/10/2025,19/11/2025,DJ324,Dominiques Jewellers,475.09
SI-00092854,24/10/2025,23/11/2025,STJ001,Stelios Jewellery,"4,149.99"
